标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,参与交稿,设计师,字段8_link,赏金总额1,字段9_link,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,字段1,字段2,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19
【活动策划】凯翼X3产品上市策略及创新的营销方式征集,https://task.epwk.com/405897/,8157人,11人,"¥12,000",圆满完成,凯翼汽车,一、企业介绍：（一）品牌介绍：凯翼汽车以“年轻、创新、本真”的态度，致力于打造年轻人喜爱的智能互联汽车。通过互联网思维，以客户需求为中心，整合全球优势资源，轻资产运营。2016年将有X3V3等代表凯翼智能互联的全新产品面向市场。（二）品牌受众：年龄主要在20-32岁，年轻的网上一代，ta们与互联网科技发展同步成长，沐浴在各类科技成果之中，生活已无法离开网络，这种背景和成长环境让ta们向往自由生活、渴望证明自己，同时更乐于让所有人关注自身的存在，ta们就是这个时代的骄子！（三）“凯翼+你 一起造车”中国首家提出众包造车理念的车企，凯翼众包是一种顺势而为的全新造车理念，行业首个以人人制造的全新模式，凯翼众包以“用户思维”为导向，以“主动的最佳体验价值”为核心，以向大众全面开放技术研发平台为基础，共同打造一款真正符合消费者需求的产品。 二、产品介绍凯翼X3是汇聚了年轻时尚外观内饰、智能互联车机系统的凯翼首款智能互联SUV；（一）产品受众特征：年轻、活力；注重自我价值的实现；注重个性、向往时尚；熟悉并喜欢互联网生活；兼顾日常家庭生活；喜欢户外、有一定的越野需求。（二）产品优势：1、外观：意大利GS汽车设计公司打造（GS设计师洛威·维赫米斯赫曾设计法拉利458，被誉为掌控汽车流线时尚的天才）；德国工艺仪表设计；动感时尚的车身腰线；鹰眼式车灯展现凯翼DNA；中控无按键设计。 2、智能互联：10.1苹果共线高清多点触控屏、7寸TFT屏；智能人工交互；云端数据与车机数据分析、主动提示车主行为；验证APP自助安装；降噪净化智能语控；车载WIFI；凯立德情景导航、360°鸟瞰实景泊车及行车记录；云平台智能盲区监测、车道偏离预警等行车辅助；私人医生式手机APP远程控制、诊断系统。 3、科技卖点：标配无钥匙进入；鹰眼一体式光导大灯；LED光导立体尾灯；无钥匙一键启动PEPS；多模式EPS电子助力；顶级车身稳定系统ESP；红色动感刹车卡钳；独立液晶温控显示屏；全黑或双色内饰可选；仪表台全软触包裹；小牛皮多功能方向盘；胎压监测。 4、品质卖点：百万公里三高极限验证（极寒极热高原）；行业翘楚战略合作、研发（富士康、科大讯飞、中国电信等）；智能互联整车同步开发；中汽研联合开发整车性能；国家级试验中心技术支撑；成熟ACTECO发动机；沃尔沃共用传动系统；家轿式后独立多连杆悬架。 三、征集内容凯翼X3产品上市策略及创新的营销方式（线上、线下） 四、征集要求1、作品应包含上市策略及创新营销方式，不可缺少；2、需从产品、品牌、目标消费者等层面进行深度挖掘：策略及营销方式一方面要符合凯翼年轻、创新的品牌特质，另一方面要能够引起目标消费群即年轻、个性时尚、熟悉并喜爱互联网生活群体的共鸣，同时也要突出产品高颜值、智能互联的特征。整体创意能够让人眼前一亮、传播度高、记忆点强；3、营销方式需包括线上与线下，互动性强、参与感强，能够吸引目标消费者；4、提交作品规格：图片为300dpiJPG图，文字为word形式。 五、征集时间2月24日-3月16日 六、奖励设置一等奖1名：10000元/人优秀奖2名：1000元/人（注：奖金为税前）咨询联系QQ：2768098019（相关设计资料可联系索取，谢谢。）,2016.02.22,2016.05.13,任务编号：405897,￥ 12000,12,播放工作室,https://shop.epwk.com/78dljjk865lx/,￥ 12000,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【征集点子】征集心理健康倾听陪聊公众号的名称及广告语,https://task.epwk.com/400948/,7430人,30人,¥100,圆满完成,mf136****8337,人们对精神层面的需求越来越高，遇到事情无人倾诉。。想建一个心理健康的倾听陪伴公众号及APP。在此征集点子。征集网站的名称及广告语（时尚、健康、正能量、温馨、亲切感）投稿时请附加上创意理念,2016.01.10,2016.02.06,任务编号：400948,￥ 100,36,杂办,https://shop.epwk.com/z2nkzzvlxnqy/,￥ 100,https://shop.epwk.com/z2nkzzvlxnqy/chushou/,个人,七品,35分,,,,,,,,,,,,,,,,,,,,
【活动策划】比赛策划方案征集,https://task.epwk.com/393825/,4251人,13人,¥500,圆满完成,mf180****2010,1，现广元卫蓝电子商务有限公司（主营新能源电动汽车）与川内最大的驾校广元凤凰驾校合作举办旨在推广纯电动汽车的比赛。（主办方广元凤凰驾校，协办方广元卫蓝电子商务有限公司）2，需要突出双盈，双方会因此扩大社会影响力进而增加招生量及电动汽车的销量。3，比赛就以驾校科目二场地为准。,2015.11.27,2015.12.07,任务编号：393825,￥ 500,13,新疆合赢智创信息科技服务有限公司,https://shop.epwk.com/7g5yk8872n0q/,￥ 500,,,,,,,,,,,,,,,,,,,,,,,,
【网站优化方案】推荐2个有效的网站，进行广告合作,https://task.epwk.com/376246/,3110人,2人,¥100,圆满完成,mf181****4218,1、这是我需要推广的网站：http://www.paobing123.com/ 。我建了一个售卖泡学资料的简单网站（即 教男生如何去交女朋友的一系列恋爱技巧与知识）。2、现在，我需要找2个合作网站，在其网站上打广告，以获取流量，以获取有价值的潜在流量（请注意我的网站类型！请不要找不相关无价值的网站！）。所以，我需要你推荐2个符合条件的网站。所推荐的合作网站类型不限，只要能快速上手，只要有效果，就行。3、所推荐网站的广告费，要求在600元左右 / 月，其网站流量也应当符合这个价钱。如果你推荐的网站可行，我们后续还会有合作。推荐的时候，请把详细的推荐理由写明。4、此外，你也可以推荐一些其它的方法或方案，只要有效，我就会考虑与你合作。我第一次在威客网发布任务，不足之处请你见谅！咨询或稿件，可联系我的扣扣1398380540。,2015.08.29,2015.09.09,任务编号：376246,￥ 100,2,mf18679755262,https://task.epwk.com/javascript:;,￥ 100,,,,,,,,,,,,,,,,,,,,,,,,
【意见建议】怎样做盐焗鸡爪才能使里面的骨头也入味,https://task.epwk.com/354447/,12685人,11人,¥100,圆满完成,mf132****7700,学会了做盐焗鸡爪，但做不了连骨头也入味。真正会做的才来接任务，不要复制百度的东西来忽悠我，要说明为什么这样做能行，因为你们说了我真的去做，真的帮到我的就中标。,2015.05.21,2015.08.16,任务编号：354447,￥ 100,11,mf18750690576,https://task.epwk.com/javascript:;,￥ 100,,,,,,,,,,,,,,,,,,,,,,,,
【活动策划】福建A市红萝卜文化节活动方案,https://task.epwk.com/351765/,4358人,10人,¥200,圆满完成,mf189****2032,方案在我们的创意基础上可增加，要求对创意点细化一些执行细节                      方案主题：                                            福建A市红萝卜文化美食节：创办首届A市红萝卜文化美食节活动让【新农业】打响品牌，推进的人气效应，再建A市一张农业新名片。活动主旨：为扩大A市胡萝卜的知名度和影响力，丰富新店胡萝卜文化内涵，展示经济社会发展良好态势，现面向社会公开征集胡萝卜文化美食节有关信息。                                 方案已有部分创意说明：                            （1）红萝卜文化美食节主题logo征集（2）胡萝卜文化美食节宣传广告用语（3）你能想得到的胡萝卜吃法征集（4）主题logo征集结果公布及颁奖（5）事件营销《百人萝卜蹲》集体互动（获胜者可以获得萝卜一筐或者其他奖品）（6）百人拔萝卜比赛《亲子互动》（每个家庭10分钟，将胡萝卜拔出并放到指定地点，数量多者胜出。奖品待定）（7）《花样胡萝卜》（根据网络征集的吃法，进行现场制作供现场网友试吃，同时制作一些黑暗料理，作为在游戏中落败的网友的惩罚食品）（8）《萝卜集市》（现场设置萝卜采购区，可以供有需要的网友自行采摘然后出售）,2015.05.10,2015.05.21,任务编号：351765,￥ 200,10,裴裴Vic的店铺,https://shop.epwk.com/81n416omonp6/,￥ 200,https://shop.epwk.com/81n416omonp6/chushou/,个人,九品,12分,,,,,,,,,,,,,,,,,,,,
【活动策划】2015羊年新春论坛派发红包活动策划,https://task.epwk.com/331850/,4898人,13人,¥100,圆满完成,泡芙假面,我们是一个论坛，目前需要策划一个过年派发红包活动，活动费用是5000之内。最好是能做到宣传效果，要有新颖的点子，能让会员一眼看到就觉得很给力很想参与，等级越高福利红包越多的活动。,2015.02.04,2015.03.04,任务编号：331850,￥ 100,14,fish_,https://task.epwk.com/javascript:;,￥ 100,,,,,,,,,,,,,,,,,,,,,,,,
【活动策划】返利网站针对淘宝卖家招商推广策划文案,https://task.epwk.com/329037/,5172人,5人,¥100,圆满完成,o54be44cdc570a,www.flk123.com   返利网站想针对淘宝卖家招商，让淘宝卖家了解到我们网站，主动寻求招商的网上精准推广策划文案1：Q群，微博，贴吧，卖家论坛发布广告推广具体方案2：搜索引擎付费关键词推广（百度，谷歌，搜狗，雅虎）3：群成员群发4：大网站论坛投放广告之类的推广等等,2015.01.20,2015.04.02,任务编号：329037,￥ 100,5,捌零设计,https://shop.epwk.com/v0n1xgv9x57y/,￥ 100,https://shop.epwk.com/v0n1xgv9x57y/chushou/,工作室,八品,37分,,,,,,,,,,,,,,,,,,,,
【活动策划】中低档服装5.1活动策划方案,https://task.epwk.com/257404/,7282人,8人,¥50,圆满完成,六号枫籽,中低档服装5.1活动策划方案一家2000㎡的大型服装批发城，在小县城。经营各种男女式服装，童装，针织，床上用品，箱包。五，一活动策划。,2014.04.17,2014.04.24,任务编号：257404,￥ 50,8,瑞轩品牌策划,https://shop.epwk.com/p05qjojjwdev/,￥ 50,,,,,,,,,,,,,,,,,,,,,,,,
【活动策划】保险公司客户回馈活动策划,https://task.epwk.com/240343/,11682人,7人,¥350,圆满完成,dapiguacui,活动内容丰富且操作性强，必须适合保险客户的，活动设计需符合不同年龄层次的客户，具体的详谈，费用可追加，联系方式：13732171788,2013.11.29,2014.09.05,任务编号：240343,￥ 350,7,大海阔天空蓝,https://task.epwk.com/javascript:;,￥ 350,,,,,,,,,,,,,,,,,,,,,,,,
【活动策划】活动策划，寻找全省美腿大师,https://task.epwk.com/234314/,6049人,7人,¥300,圆满完成,yang1018,"要求策划一个活动在全省范围内寻找美腿天使。我们公司和当地的广播电视报合办的活动，选出的大使会作为我们公司的形象大使进行包装。考虑到很多威客对我们公司不熟悉，了解请关注微信公众平台alg246357：详细了解大家可以和我直接联系，微信号18635573027                        软文要求：                                            1、软文要相信写清楚这次活动如何进行，包括首先得照片选拔，照片的格式，寄过来的时候要有一些资料，包括联系方式身份证号等等，寄来广播电视报）                                       2、文章要有吸引力，有趣味性， 要站在用户的角度来描写，帖子内容与标题给人感觉以个人感受、经验分享或消费经历为表现形式,以宣传推广我司业务。                                        3、要求原创(不能在网上搜了抄袭)，文笔或专业，或幽默，或结合时事，具备新闻性皆可。不要做的太像推广。                                        4、附上创意说明。                                        知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2013.10.13,2013.10.28,任务编号：234314,￥ 300,7,行麓工作室,https://shop.epwk.com/p05qjox4rdev/,￥ 300,,,,,,,,,,,,,,,,,,,,,,,,
【活动策划】创意的活动策划案,https://task.epwk.com/232614/,7982人,4人,¥50,圆满完成,sissidaxiong,需要一份非常详细的房地产商演活动策划方案。要有创意。靠近海边的高档住宅区。,2013.09.24,2013.10.17,任务编号：232614,￥ 50,5,GoGo工作室,https://shop.epwk.com/omdwkz2pwdrp/,￥ 50,https://shop.epwk.com/omdwkz2pwdrp/chushou/,个人,六品,40分,,,原创歌词  Good morning,150,,,,,,,,,,,,,,,,
【产品推广】网上发布和推广出售航空积分里程的方案撰写,https://task.epwk.com/224474/,2696人,2人,¥100,圆满完成,Jworld,需要在网上发布和推广出售航空积分里程的信息需要在网上发布和推广出售航空积分里程的信息，客户群是各个做商务航，头等航机票（非经济舱）的票务点 或是旅游公司，或是一些经常使用商务头等航的大公司。现在能想到的是在同城，论坛之类的地方先发布一下信息 回头做整套的推广，比如软文，微薄之类的。请先做个简单的初步方案和预算给我。我会先试一阵，然后长期定下一家公司来负责这事。如果在业内有资源 ，或是有做过类拟的行业的优先。我大约做了一下调查，先放上来试试水，希望能找到一家合作的公司长期合作。谢谢。PS：请忽略我放的100元数字，肯定不可能一百元的。这一百元只是看你的方案和想法。只要有合适的方案和资源，我会尊重你的预算钱。,2013.07.11,2013.08.04,任务编号：224474,￥ 100,2,GoGo工作室,https://shop.epwk.com/omdwkz2pwdrp/,￥ 100,https://shop.epwk.com/omdwkz2pwdrp/chushou/,个人,六品,40分,,,原创歌词  Good morning,150,,,,,,,,,,,,,,,,
【网站优化方案】需求CPA注册器,https://task.epwk.com/221051/,2662人,1人,¥50,圆满完成,uouou,要不被K号的,2013.06.17,2013.07.11,任务编号：221051,￥ 50,2,xiao5377053020,https://task.epwk.com/javascript:;,￥ 50,,,,,,,,,,,,,,,,,,,,,,,,
【网站优化方案】91运动联盟网站宣传口号征集,https://task.epwk.com/216755/,8245人,19人,¥50,圆满完成,lxfl_2002,91sport是以运动异业联盟为基础搭建的全新O2O运动消费电子商务平台，91sport通过网络平台与线下场馆的完美结合，利用互联网平台进行资源“水平运作”（品质、透明、公正、规范）在保持产品与服务内容不变的情况下，带来的效益溢价以“动币”的方式大部分赠送给消费者；消费者通过“动币商”兑换同等价值的运动服务（动币可累积）给消费者带来更高的性价比，同时给场馆带来更高的附加值。任务要求：以电子商务和运动为主的口号，现在的口号是“就要动一下”。具体详情到www.91sport.cc了解。2、字数最好在10个字之内,2013.05.20,2013.06.23,任务编号：216755,￥ 50,24,京喜 品牌策划,https://shop.epwk.com/zqdpl4rxkn1v/,￥ 50,https://shop.epwk.com/zqdpl4rxkn1v/chushou/,工作室,九品,39分,,,,,,,,,,,,,,,,,,,,
【征集点子】茶餐厅营销策略撰写,https://task.epwk.com/215639/,11996人,18人,¥350,圆满完成,梁丽豆豆,我想开一间茶餐厅，要一进去就很难忘，给人感觉很深刻，特别突出某一种感觉，让人觉得很舒适温馨，只想静静的呆在店里，有什么经营策略让人留恋往返，大家帮我出一下主意，有什么新奇的点子。主要是要威客撰写一篇营销方案,2013.05.10,2013.06.16,任务编号：215639,￥ 350,22,小怪兽设计,https://shop.epwk.com/78n96vlgxnkv/,￥ 350,https://shop.epwk.com/78n96vlgxnkv/chushou/,个人,七品,38分,,,,,,,,,,,,,,,,,,,,
【网店推广】为网店征集推广软文,https://task.epwk.com/211146/,4853人,3人,¥200,圆满完成,依之缘衣舍,"软文主要围绕“新品女装”来写，要以买家(可以是公司职员、在校学生等)来讲述通过在我店买后的感受及对我店宝贝的评价和满意度，不能太过于做作.要有针对性。威客们对我店要有个了解，请登录：687474703a2f2f73686f7036323833393734362e74616f62616f2e636f6d5c27"">http://shop62839746.taobao.com687474703a2f2f7777772e585858585858636f6d5c27"">，详细了解大家可以和我直接联系，我的QQ是 1526606099         软文要求： 1、软文将用于发布在各种和我经营有相关的论坛及博客，标题和内容绝对不能有广告味，要能引起点击和共鸣，能吸引网友参与讨论或点击浏览 2、文章要有吸引力，有趣味性， 要站在用户的角度来描写，帖子内容与标题给人感觉以个人感受、经验分享或消费经历为表现形式,以宣传推广我店业务。 3、要求原创(不能在网上搜了抄袭)，文笔或专业，或幽默，或结合时事，具备新闻性皆可。不要做的太像推广。 4、附上创意说明。 知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任",2013.03.28,2013.04.17,任务编号：211146,￥ 200,3,妙笔生文案,https://shop.epwk.com/j7n38pmk35e1/,￥ 200,https://shop.epwk.com/j7n38pmk35e1/chushou/,工作室,五品,45分,,,各类中文、英文起名,￥360,广告语、宣传口号,"￥200
            /件",演讲稿代写,"￥240
            /件",软文写作,价格面议,,,,,,,,,,
【产品推广】广西湘菜世家周年庆典优惠券设计,https://task.epwk.com/207840/,3124人,1人,¥100,圆满完成,Y6015****8,"广西湘菜世家周年庆典优惠券设计《小型餐厅》经营介绍： “湘菜世家”是一家以经营适合大众消费，时尚主题小型餐厅，努力传承原味经典菜品并结合粤菜为主的小餐厅。餐厅特色菜品是用独特的传统工艺制作而成，口感独特，明显区别其它湘菜菜品种，传承世家经典，弘扬湘菜文化。 设计要求： 1、大气、简洁、明快; 作为店庆一年优惠券发放顾客2、有视觉冲击力，醒目易识别，突出餐饮品牌元素; 3、能体现特色，LOGO已有，但如限制了设计师的创意，可重新设计。 4、附上创意说明。 知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2013.02.26,2013.03.29,任务编号：207840,￥ 100,1,万法皆空设计工作室,https://shop.epwk.com/zqdplz1vkn1v/,￥ 100,,,,,,,,,,,,,,,,,,,,,,,,
【产品推广】自由企业家商学院logo设计,https://task.epwk.com/200541/,7520人,8人,¥200,圆满完成,zhixiaodaren,自由企业家商学院logo设计自由企业家商学院——中国直销人领袖的黄埔军校www.zyqyj.net,2012.12.03,2012.12.22,任务编号：200541,￥ 200,10,智酷设计工作室,https://shop.epwk.com/v0n1x19ox57y/,￥ 200,https://shop.epwk.com/v0n1x19ox57y/chushou/,工作室,五品,35分,,,自建房设计,价格面议,店铺设计,￥800,家居设计,￥1000,logo设计,"￥500
            /件",,,,,,,,,,
【网店推广】淘宝网店推广 宝贝推广,https://task.epwk.com/199589/,8053人,7人,¥50,圆满完成,墨梅01,淘宝网店推广 通过论坛推广 微博推广 网站推广http://shop58161298.taobao.com/shop/view_shop.htm?tracelog=twddp,2012.11.22,2013.01.03,任务编号：199589,￥ 50,9,张恒左,https://task.epwk.com/javascript:;,￥ 50,,,,,,,,,,,,,,,,,,,,,,,,
【关键词优化】一款可以发黑链的工具，绿色版本，免费使用,https://task.epwk.com/197168/,5699人,3人,¥99,圆满完成,yxy746380,一款可以黑链群发工具，绿色版本，可以免费使用，发到我邮箱里，免费可用软件，既可得到赏金514333435@qq.com,2012.10.30,2012.11.19,任务编号：197168,￥ 99,3,Jztpyramid,https://task.epwk.com/javascript:;,￥ 99,,,,,,,,,,,,,,,,,,,,,,,,
【产品推广】网络推广教程，精英联系我,https://task.epwk.com/186235/,10358人,5人,¥370,圆满完成,lulubs,本人要找一个专业做网络推广的教程。,2012.07.30,2012.08.10,任务编号：186235,￥ 370,5,tingliu80,https://task.epwk.com/javascript:;,￥ 370,,,,,,,,,,,,,,,,,,,,,,,,
【产品推广】公司LOGO及名片设计,https://task.epwk.com/172450/,7516人,12人,¥300,圆满完成,陈凯凯,"经营介绍： 无锡恒光紧固件有限公司是一家以经营各类高强度，不锈钢，等材质的紧固件（螺丝螺帽）的公司
需设计内容：公司商标，公司名片。
设计要求：
1、大气、简洁、明快;
2、有视觉冲击力，醒目易识别",2012.05.27,2012.06.17,任务编号：172450,￥ 300,12,linsiyuan,https://shop.epwk.com/3gd2mjgegner/,￥ 300,,,,,,,,,,,,,,,,,,,,,,,,
【产品推广】寻高手推广我的娱乐网站,https://task.epwk.com/171083/,4319人,1人,¥50,圆满完成,胡针,"在http://hutuhai.hao957.com
成功浏览且生成IP3000个，",2012.05.19,2012.05.31,任务编号：171083,￥ 50,1,ttuubb的店铺,https://shop.epwk.com/81n416oyynp6/,￥ 50,https://shop.epwk.com/81n416oyynp6/chushou/,个人,九品,11分,,,,,,,,,,,,,,,,,,,,
【关键词优化】我想做网上公司商城推广,https://task.epwk.com/170439/,4494人,2人,¥100,圆满完成,深圳市艾妃丝化妆品有限公司,汇美秀是国内最大最专业的彩妆品，化妆品，护肤品，香水，假发及美发美甲批发商城。汇集全国专业美容、美发、美甲、彩妆、护肤为一体，是一家研发生产、批发及来样加工的网络商城 。,2012.05.12,2012.07.09,任务编号：170439,￥ 100,2,嘉荷创意,https://shop.epwk.com/j7n382mql5e1/,￥ 100,,,,,,,,,,,,,,,,,,,,,,,,
【微博营销】淘宝网店宝贝打造爆款-销量信誉迅速提高,https://task.epwk.com/165061/,12113人,4人,¥100,圆满完成,wow70****5,淘宝网店宝贝打造爆款-销量信誉迅速提高、安全可靠100%不降权,2012.02.17,2012.03.10,任务编号：165061,￥ 100,4,晶晶胖胖鱼的店铺,https://shop.epwk.com/09drjq67q53w/,￥ 100,,,,,,,,,,,,,,,,,,,,,,,,
【网店推广】广东公司找人设计网站LOGO,https://task.epwk.com/163146/,6218人,3人,¥200,圆满完成,蒙天放,"根基网址色调设计LOGO
要求;有创意
参考站色调
网址http://www.weibosss.com",2011.12.26,2012.01.14,任务编号：163146,￥ 200,3,灵动创意,https://shop.epwk.com/3gd2mzjvgner/,￥ 200,https://shop.epwk.com/3gd2mzjvgner/chushou/,个人,九品,39分,,,画册设计,200,海报设计,"￥200
            /件",包装设计,"￥400
            /件",LOGO设计,"￥300
            /件",VI设计,"￥6000
            /件",网页设计,"￥500
            /件",,,,,,
【产品推广】OUSANG-香港时尚女裤品牌上团购,https://task.epwk.com/157654/,15287人,2人,¥50,圆满完成,ccmm520,"品牌：oushang
公司名称：香港欧尚服饰股份有限公司
发布产品：女性时尚牛仔裤、打底裤
优惠政策：我们提供的货源，主打年轻白领市场，我们可以提供市场价3折用来做团购。
真诚合作：我们的品牌+您的支持与合作=互利双赢，真诚希望贵站给予支持。

联系方式：

销售部：文敏
QQ：78794819
电话：15377785557",2011.08.24,2011.09.04,任务编号：157654,￥ 50,108,contrary的店铺,https://shop.epwk.com/v0n1xl0v457y/,￥ 50,,,,,,,,,,,,,,,,,,,,,,,,
【产品推广】网站推广，增加点击量,https://task.epwk.com/157255/,5836人,2人,¥50,圆满完成,深圳港湾,"一、任务描述
想了解详情，请到网站：深圳港湾交友网 http://www.196171.com/看看给网站推广和增加点击量。
    1.我选择的营销推广、推广注册，主要是推广，让百度，谷歌多收录最主要。
  2.营销推广、推广注册.（如果网站注册有VIP会员有收益，我会联系中标人以后继续合作，互利）
  3.找一个长久或简单提高网站点击量的方法。
  4.有情况可以协商QQ：595925745

二、任务征集期间，联系方式可通过:一品威客站内信、任务详情之威客任务交流区或咨询一品威客在线客服人员。",2011.08.07,2011.11.07,任务编号：157255,￥ 50,2,mijunjie8的商铺,https://shop.epwk.com/7g5ykjm2gn0q/,￥ 50,https://shop.epwk.com/7g5ykjm2gn0q/chushou/,个人,四品,32分,,,,,,,,,,,,,,,,,,,,
