需求方,设计师,任务编号,能力标签,交易价格,发布时间
lzp549,君梓阁～,任务编号：486332,店铺厂房,500.0,2017-03-24
lzp549,元素空间設計,任务编号：486333,展台展厅,1500.0,2017-03-24
Mr136****5495,昆明众石嘉创文化传播,任务编号：486322,效果图设计,1000.0,2017-03-24
o58cf44816fd7a,亮筑建筑设计,任务编号：485098,单身公寓设计,1500.0,2017-03-20
o58bf639d6b94f,饭饭设计@_@,任务编号：481464,其他家装服务,1000.0,2017-03-08
o57b3cc17a4b0d,楸工作室,任务编号：481044,效果图设计,3500.0,2017-03-06
Mr139****3862,元素空间設計,任务编号：479504,展台展厅,800.0,2017-03-01
半亩荷塘,上海暔尚广告设计公司,任务编号：478864,施工图设计,500.0,2017-02-27
无爱无伤,尚色设计,任务编号：476363,效果图设计,3000.0,2017-02-17
舟欣,元素空间設計,任务编号：474941,办公空间,100.0,2017-02-13
o572dff3fe9100,召唤设计,任务编号：463488,效果图设计,1500.0,2016-12-08
Mr189****8800,BOX建筑设计工作室,任务编号：462625,效果图设计,300.0,2016-12-04
sakaas,凌云空间建筑装饰,任务编号：461016,施工图设计,600.0,2016-11-26
lzzhangjung,BOX建筑设计工作室,任务编号：460042,效果图设计,500.0,2016-11-22
lzzhangjung,BOX建筑设计工作室,任务编号：455681,效果图设计,350.0,2016-11-03
HUANG010,壹书苑品牌设计,任务编号：453130,软装设计,800.0,2016-10-24
利剑统帅李延龙,上海暔尚广告设计公司,任务编号：452944,效果图设计,400.0,2016-10-24
mf180****2352,室内设计&倩,任务编号：449031,其他家装服务,2000.0,2016-10-01
思颖设计,舍感空间设计工作室,任务编号：448020,效果图设计,450.0,2016-09-26
o57d6e03edb15d,圈点私人工作室,任务编号：447078,效果图设计,250.0,2016-09-21
o57d6e03edb15d,亦泽室内设计,任务编号：446077,效果图设计,100.0,2016-09-14
mf139****7822,缘梦设计,任务编号：445783,其他家装服务,500.0,2016-09-12
mf134****3898,GJ Design,任务编号：445638,新房装修,300.0,2016-09-12
sakaas,亦泽室内设计,任务编号：443966,施工图设计,1000.0,2016-09-03
Mr187****8556,飞创装饰,任务编号：439926,其他家装服务,100.0,2016-08-13
mf139****0629,武汉朴琢文化创意,任务编号：439440,施工图设计,1500.0,2016-08-11
张生张生,瑞博森装饰设计,任务编号：437360,效果图设计,500.0,2016-07-30
yujiaking,石家庄燕巢会展服务有限公司,任务编号：432423,施工图设计,2000.0,2016-07-07
小丑鱼尼莫,瑞博森装饰设计,任务编号：431755,效果图设计,500.0,2016-07-04
o575f548af1b52,现货视觉设计,任务编号：427517,店铺厂房,100.0,2016-06-14
糖糖2016,现货视觉设计,任务编号：426546,店铺厂房,300.0,2016-06-08
Mr135****5909,现货视觉设计,任务编号：426108,其他家装服务,1200.0,2016-06-06
mf185****3395,河北枭创装饰工程有限公司,任务编号：422809,效果图设计,350.0,2016-05-20
磐石008,尚品设计,任务编号：421530,效果图设计,600.0,2016-05-14
greatbrand,私房空间设计工作室,任务编号：420500,店铺厂房,1500.0,2016-05-09
leon4565,成峰视觉,任务编号：420339,效果图设计,200.0,2016-05-08
o572d4f68348c3,现货视觉设计,任务编号：420148,效果图设计,1000.0,2016-05-07
mf152****8880,头脑风暴,任务编号：420067,其他家装服务,200.0,2016-05-06
mf184****7271,缘梦设计,任务编号：415705,效果图设计,600.0,2016-04-13
mf134****5975,淘设计工坊,任务编号：414948,庭院设计,150.0,2016-04-09
Mr136****3359,成峰视觉,任务编号：413701,庭院设计,800.0,2016-04-03
mf133****4294,BOX建筑设计工作室,任务编号：413565,新房装修,300.0,2016-04-02
mf139****8862,渔樵天地景观设计有限公司,任务编号：413011,效果图设计,15000.0,2016-03-30
工业物联网,筑迹设计院,任务编号：412502,其他家装服务,300.0,2016-03-28
凌波漫步,BOX建筑设计工作室,任务编号：411505,效果图设计,100.0,2016-03-23
tkx101,艺云轩设计,任务编号：404890,效果图设计,500.0,2016-02-16
zym8989,FD设计工作室,任务编号：403854,单身公寓设计,300.0,2016-01-29
o569c8fcd0e963,懿筑装饰,任务编号：402205,单身公寓设计,500.0,2016-01-18
haita3380,匠心设计工作室,任务编号：395406,效果图设计,150.0,2015-12-05
mf186****1571,广州恒毅装饰设计工作室,任务编号：393555,单身公寓设计,800.0,2015-11-25
mf139****3077,创颖室内设计工作室,任务编号：387201,效果图设计,100.0,2015-10-24
Mr156****4051,A.O设计工作室,任务编号：386928,单身公寓设计,200.0,2015-10-23
mf131****3887,鬼才室内设计工作室,任务编号：385700,其他家装服务,700.0,2015-10-18
axia,灵域深化设计,任务编号：384635,其他家装服务,666.0,2015-10-13
mf186****3359,瑞尔装饰设计事务所,任务编号：379804,其他家装服务,1500.0,2015-09-15
wpydsg,龙猫创意,任务编号：379206,店铺厂房,600.0,2015-09-12
mf137****2248,尚居墅设计有限公司™,任务编号：378037,店铺厂房,600.0,2015-09-07
mf137****9989,榫斗装饰深化设计,任务编号：374161,店铺厂房,500.0,2015-08-20
艾柯空间设计,广州恒毅装饰设计工作室,任务编号：372531,施工图设计,1000.0,2015-08-13
zq1975,仙藤设计,任务编号：369509,办公空间,1600.0,2015-07-29
daniel198708,武汉品卓立新装饰工程有限公司,任务编号：368651,效果图设计,200.0,2015-07-25
mf139****6826,厦门乔众装饰设计有限公司,任务编号：367685,效果图设计,400.0,2015-07-21
微笑的桔子,厦门乔众装饰设计有限公司,任务编号：365593,效果图设计,800.0,2015-07-11
mf180****5118,朗艺工作室,任务编号：365234,效果图设计,100.0,2015-07-09
mf135****9239,深圳市名刻设计事务所,任务编号：365077,单身公寓设计,100.0,2015-07-08
mf158****1365,Tristan创意间,任务编号：359939,其他建筑设计,1000.0,2015-06-15
huajinjlb,广州艺南设计,任务编号：359010,其他家装服务,1500.0,2015-06-10
o5550****19f03,家雷效果图工作室,任务编号：358482,其他家装服务,500.0,2015-06-08
hmdx3****09,无道工作室,任务编号：358078,单身公寓设计,1000.0,2015-06-06
万福设计,红云工作室,任务编号：356218,施工图设计,2200.0,2015-05-28
微笑的桔子,家立方装饰设计,任务编号：351532,单身公寓设计,800.0,2015-05-08
小野JOE,匠行天下,任务编号：348742,效果图设计,200.0,2015-04-26
mf139****9108,四品室内设计工作室,任务编号：347253,办公空间,600.0,2015-04-20
晨风1979,尚居墅设计有限公司™,任务编号：346753,办公空间,450.0,2015-04-17
凌波漫步,阳浩设计工作室,任务编号：346671,效果图设计,100.0,2015-04-17
mf185****9598,缘梦设计,任务编号：340165,其他家装服务,500.0,2015-03-24
M1867****215,缘梦设计,任务编号：338499,效果图设计,100.0,2015-03-17
mf186****4363,ARC艾柯空间创意设计公司,任务编号：337174,效果图设计,500.0,2015-03-13
晨风1979,尚居墅设计有限公司™,任务编号：335700,办公空间,1000.0,2015-03-06
mf150****0076,杭州儒霓网络科技有限公司,任务编号：326090,店铺厂房,1800.0,2015-01-06
mf53f4acd12a391,筑梦空间,任务编号：324825,施工图设计,400.0,2014-12-28
千手湿婆罗,弘毅设计,任务编号：324496,庭院设计,20000.0,2014-12-26
千手湿婆罗,弘毅设计,任务编号：323208,庭院设计,20000.0,2014-12-20
mf180****8013,弘毅设计,任务编号：322079,效果图设计,2000.0,2014-12-15
taobaomua,家雷效果图工作室,任务编号：321974,办公空间,300.0,2014-12-15
凌波漫步,绿源园林设计,任务编号：320543,园林设计,200.0,2014-12-06
千手湿婆罗,弘毅设计,任务编号：320528,园林设计,20000.0,2014-12-06
柬埔寨中文网,家雷效果图工作室,任务编号：319384,店铺厂房,500.0,2014-11-30
cctv88,弘毅设计,任务编号：318780,单身公寓设计,350.0,2014-11-26
千手湿婆罗,弘毅设计,任务编号：317689,园林设计,20000.0,2014-11-21
M1342****819,弘毅设计,任务编号：317596,效果图设计,100.0,2014-11-20
凌波漫步,家雷效果图工作室,任务编号：316853,效果图设计,100.0,2014-11-17
mf181****0256,智酷设计工作室,任务编号：311851,效果图设计,200.0,2014-10-21
cctv88,筑呈设计,任务编号：311598,新房装修,200.0,2014-10-20
mf540803c1af37e,mf18553550699,任务编号：308048,其他建筑设计,2600.0,2014-09-26
秦墨山人,ONE广告工作室,任务编号：307881,单身公寓设计,100.0,2014-09-25
凌波漫步,绿锦空间设计工作室,任务编号：306754,效果图设计,100.0,2014-09-19
kevinhu,幸福真幽默,任务编号：304025,效果图设计,200.0,2014-09-03
专业出身,风雅颂国际,任务编号：302764,效果图设计,800.0,2014-08-27
o53fad2f8586c8,深圳坛城空间设计,任务编号：302401,店铺厂房,500.0,2014-08-25
奇文传播,融合整合设计,任务编号：299220,软装设计,600.0,2014-08-07
专业出身,风雅颂国际,任务编号：297585,效果图设计,1200.0,2014-07-30
ddd1258,创藝设计工作室,任务编号：292739,园林设计,100.0,2014-07-01
M1367****799,倾城装饰设计店,任务编号：291924,其他家装服务,50.0,2014-06-25
o53a77e7d08f72,金蝉设计工作室,任务编号：291453,其他家装服务,200.0,2014-06-23
圣水上狼,金蝉设计工作室,任务编号：291398,其他家装服务,500.0,2014-06-22
严秋良,诚品JZ设计,任务编号：290684,单身公寓设计,3000.0,2014-06-17
三也,诚品JZ设计,任务编号：288849,单身公寓设计,600.0,2014-06-05
o5371c0b8dae23,o5366fb783a2f3,任务编号：288480,酒店宾馆,400.0,2014-06-02
o5371c0b8dae23,o5366fb783a2f3,任务编号：288352,酒店宾馆,300.0,2014-05-30
o53820cbe80e4f,广州艺南设计,任务编号：287666,效果图设计,120.0,2014-05-26
wfgmm,绿源园林设计,任务编号：285892,其他建筑设计,300.0,2014-05-14
saffi,艺华室内设计表现,任务编号：284467,效果图设计,800.0,2014-05-05
zhongzhouc,hp812,任务编号：284567,单身公寓设计,200.0,2014-05-06
o53636f8a67dc3,已夏设计,任务编号：284517,店铺厂房,600.0,2014-05-05
hegaofeng,如玉阁室内设计机构,任务编号：258202,其他家装服务,500.0,2014-04-23
yamak,xliong,任务编号：258118,其他家装服务,500.0,2014-04-22
pengdehu,xliong,任务编号：256149,其他家装服务,600.0,2014-04-13
jcdzzm,盛唐环艺设计馆,任务编号：254310,效果图设计,1000.0,2014-03-30
蘫調,金蝉设计工作室,任务编号：253699,单身公寓设计,225.0,2014-03-25
悠悠见南山,丁燕室内设计,任务编号：250186,效果图设计,150.0,2014-03-01
lzx20****01,丁燕室内设计,任务编号：249021,效果图设计,600.0,2014-02-21
星际巴士,明日广告设计工作室,任务编号：248528,店铺厂房,500.0,2014-02-18
