标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【图像识别】如何在软件里快速找到在粗红线上下两格呈一字走向的图形,https://task.epwk.com/1098661/,421人,1人,5000-10000元,圆满完成,招标,企特约AWhiT,如何在软件里快速找到在粗红线上下两格呈一字走向的图形，具体详谈,2024.12.08,2025.04.07,任务编号：1098661,￥5000,5天,云南省-昆明市-市辖区,云南南强信息,https://shop.epwk.com/3gd2mvgepner/,云南南强信息,出售服务,https://shop.epwk.com/3gd2mvgepner/chushou/,企业,四品,53分,总 8 次中标，交易总金额,￥6.54万,云南南强信息,,企业微信应用,"￥10000
            /件",天勤量化平台（国内期货、期权、股票）,"￥3000
            /起",人工智能模型训练、部署,"￥50000
            /件",CTP国内期货、期权自动化交易策略定制,"￥3000
            /起",讯投QMT量化交易策略开发,"￥3000
            /起",微信应用DIY,"￥10000
            /件",自动化浏览器采集器,"￥3000
            /起",,,,
【数据分析】用SQL写历法计算,https://task.epwk.com/1097312/,219人,1人,5000-10000元,圆满完成,招标,维联创vfAxr,"任务，计算真太阳方位角和月亮方位角。费用1.2万元。其中，太阳方位角5千，月亮方位角5千，2千元服务费。1.计算太阳方位角，描述概念：太阳方位角是太阳与地平线的夹角-简称太阳角度。是在地球某一点观测地，太阳从东边升起到西边降落，再从地下回到东边升起一圈360度。太阳东升与地平线夹角是0度，中天是正头顶与地面90度，西落与地平线夹角是180度，半夜与地面是270度，到第二天地平线是360度。要求：根据已知的北京时间，和观测地的经纬度，计算太阳绕观测地一圈，任意时间的太阳角度，或者说任意时间和太阳角度一一对应关系的数据。计算结果与已知的寿星天文历的几个结果（天亮,日出,中天,日落,天黑）一样。2.计算月亮方位角描述概念：月亮方位角是月亮与地平线的夹角-简称月亮角度。是在地球某一点观测地，月亮从东边升起到西边降落，再从地下回到东边升起一圈360度。月亮东升与地平线夹角是0度，中天是正头顶与地面90度，西落与地平线夹角是180度，半夜与地面是270度，到第二天地平线是360度。要求：根据已知的北京时间，和观测地的经纬度，计算月亮绕观测地一圈，任意时间的月亮角度，或者说任意时间和月亮角度的一一对应关系的数据。计算结果与已知的寿星天文历的几个结果（月出,月落,月中）一样。3.计算要求：可以修改观测地的经纬度。把寿星天文历的计算方法和公式，改成用SQL程序把计算过程写出来，计算结果正确，能在SQLserverR2的数据库运行。对SQL程序要求：书面说明SQL程序流程，每一段程序的功能和作用，注释清楚。(写成过程语句，有难度不写也行)把程序介绍清楚，听明白为止，验收合格付款。4.计算结果存放在SQLserver数据库的表中的三个字段里，字段1名称--北京时间，字段2名称--太阳角度，字段3名称--月亮角度其他字段？--计算过程中需要的存放其他数据的字段。寿星天文历上面的数据也存放在一张如下表中，字段1名称-日期，字段2名称-日出，字段3名称-日落，字段4名称-中天，字段5名称-月出，字段6名称-月落，字段7名称-月中，字段8名称-天亮，字段9名称-天黑。（日照时间和白天时间有了更好好，没有也行，每天一条记录）5.付款方式付款分三段托管支付，真太阳角度完成付款5000元。月亮角度完成付款5000元。使用2-3周（最多三周），没有问题，支付2000元售后服务费。6.未尽事宜协商解决。（很对不起，任务号1095753发布了历法计算，有对发布内容不清楚进行咨询，我不会修改发布内容，就把修改后内容重新发布。谢谢！）",2024.11.21,2024.11.30,任务编号：1097312,￥5000,20天,北京市-北京市,索源科技,https://shop.epwk.com/j7n38jope5e1/,索源科技,出售服务,https://shop.epwk.com/j7n38jope5e1/chushou/,企业,三品,61分,总 7 次中标，交易总金额,￥6.68万,索源科技,,大语言模型相关,"￥1000
            /次",AIGC/生成式AI,"￥1000
            /次",机器视觉相关,"￥1000
            /次",声音处理相关,"￥1000
            /次",,,,,,,,,,
【机器学习】机器学习模型使用和接口封装开发,https://task.epwk.com/1095071/,387人,1人,5000-10000元,圆满完成,招标,威创享sMGiG,开发一些业务模型，需要用到一些机器学习算法库的使用、接口封装和测试，整体难度不大，交付周期有要求，适合时间充裕的伙伴。,2024.10.27,2025.01.22,任务编号：1095071,￥5000,45天,北京市-北京市,索源科技,https://shop.epwk.com/j7n38jope5e1/,索源科技,出售服务,https://shop.epwk.com/j7n38jope5e1/chushou/,企业,三品,61分,总 7 次中标，交易总金额,￥6.68万,索源科技,,大语言模型相关,"￥1000
            /次",AIGC/生成式AI,"￥1000
            /次",机器视觉相关,"￥1000
            /次",声音处理相关,"￥1000
            /次",,,,,,,,,,
【其他人工智能】3D数字人开发,https://task.epwk.com/1093427/,728人,1人,¥13000,圆满完成,雇佣,jueban123,1. 项目背景在数字化、智能化的大趋势下，3D数字人作为一种新兴的交互方式，能够在各种场景中提供沉浸式的用户体验。本项目的目标是开发一款具备高级交互能力的3D数字人，以增强用户互动体验，并应用于展厅、教育、医疗等多个领域。2. 项目目标- 实现与用户的自然语言实时对话。- 预设两个标准动作以增加互动趣味性。- 构建并维护一个强大的知识库以支持智能问答。- 利用安卓设备进行图片采集和处理。- 通过语音指令驱动3D数字人的动作和知识库查询。3. 功能需求详细说明3.1 实时对话功能3.1.1 语音识别- 支持多轮对话，无需重复唤醒。- 普通话语音识别准确率达到≥95%。3.1.2 语义理解- 能够理解用户的意图，并进行适当的回应。- 支持上下文理解，保持对话的连贯性。- 具备情感识别能力，根据用户情绪调整回应方式。3.2 预设动作1.跳舞动作- 设计舞蹈动作，能够跟随音乐节奏。- 动作平滑自然，符合人类舞蹈习惯。2.挥手动作- 设计挥手动作的挥手问候。- 动作执行迅速，无延迟感。3.3 知识库3.3.1 知识库构建- 包含至少1000条常见问题及专业答案。- 答案准确、全面，来源可靠。3.3.2 知识库维护- 提供后台管理系统，便于知识库的更新和扩展。- 支持批量导入导出功能。3.4 图像识别与语音驱动3.4.1 图像采集- 安卓设备集成摄像头，支持高清拍照。- 拍照界面友好，操作简便。3.4.2 语音驱动- 用户通过语音对话，语音回复时同步控制3D数字人的口型。- 支持语音指令查询知识库，并返回语音答案。4. 技术要求详细说明- 3D建模技术：使用Blender或Unity3D等软件进行高精度建模。- 语音识别技术：采用科大讯飞、百度等成熟的语音识别API。- 知识库问答技术：基于LLM大语言模型的知识库问答系统。- 系统兼容性：确保系统在Android 8.0及以上版本稳定运行。,2024.10.09,2024.11.26,任务编号：1093427,￥13000,30天,山东省-青岛市,海创博达,https://shop.epwk.com/2j5jjgowz5pz/,海创博达,出售服务,https://shop.epwk.com/2j5jjgowz5pz/chushou/,企业,四品,64分,总 7 次中标，交易总金额,￥2.96万,海创博达,,电商平台（单商户、多商户）,"￥5000
            /起",自助洗车小程序开发,"￥5000
            /起",UI界面设计App小程序H5设计平面设计,价格面议,智能外勤人员管理系统智慧外勤平台,"￥100000
            /起",智慧铁路货运系统平台,"￥100000
            /起",健康管理小程序,"￥10000
            /起",互联网医疗远程问诊App小程序智慧问诊,"￥10000
            /起",APP小程序H5网站开发,"￥10000
            /起",,
【自然语音处理】基于RAG的大模型训练,https://task.epwk.com/1091240/,154人,1人,¥15000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据分析】矿井通风网络分析和算法实现,https://task.epwk.com/1090970/,48人,1人,¥2500,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【可视化】数据处理软件开发,https://task.epwk.com/1090543/,127人,1人,¥5000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【AI接口】数据增强API,https://task.epwk.com/1094667/,364人,1人,¥39000,圆满完成,雇佣,k3483****2,,2024.04.09,2024.04.29,任务编号：1094667,￥39000,8天,四川-成都市-市辖区,致命的玩笑,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【AIGC技术】新闻摘要生成器,https://task.epwk.com/1094662/,4931人,1人,¥29000,圆满完成,雇佣,k3462****3,,2024.04.07,2024.04.22,任务编号：1094662,￥29000,7天,陕西-宝鸡市-市辖区,夢里飄雪,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【AI接口】视频分析API,https://task.epwk.com/1094707/,1237人,1人,¥45000,圆满完成,雇佣,k1793****5,,2024.04.03,2024.04.18,任务编号：1094707,￥45000,10天,辽宁-大连市-市辖区,彼岸红尘,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【图像识别】教室人数统计人头计数,https://task.epwk.com/1076027/,1610人,2人,5000-10000元,圆满完成,招标,一V渡江vtjlP,教室人数统计人头计数,2024.04.02,2024.05.11,任务编号：1076027,￥6000,14天,江苏省-无锡市,华极科技,https://shop.epwk.com/zqdplgz06n1v/,华极科技,出售服务,https://shop.epwk.com/zqdplgz06n1v/chushou/,企业,六品,37分,,,华极科技,,,,,,,,,,,,,,,,,,,
【AI接口】机器翻译API,https://task.epwk.com/1094664/,23人,1人,¥36000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【AI接口】图像分类API,https://task.epwk.com/1094663/,402人,1人,2万-5万元,圆满完成,招标,k1728****7,,2024.03.12,2024.03.27,任务编号：1094663,￥48000,10天,贵州-贵阳市-市辖区,江湖墨年,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【AI接口】人脸识别接口开发,https://task.epwk.com/1094665/,484人,1人,2万-5万元,圆满完成,招标,k8364****3,,2024.03.09,2024.03.26,任务编号：1094665,￥45000,10天,山东-临淄市-市辖区,兮风夜影,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【AIGC技术】个性化推荐系统,https://task.epwk.com/1094661/,1695人,1人,¥30000,圆满完成,雇佣,k6706****2,,2024.03.08,2024.03.24,任务编号：1094661,￥30000,7天,福建-福州市-市辖区,木雪涯设计工作室,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【语音识别】语音识别应用开发,https://task.epwk.com/1094657/,31人,1人,¥18000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【AIGC技术】图像生成算法优化,https://task.epwk.com/1094660/,14人,1人,¥24000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【语音识别】会议记录自动化工具,https://task.epwk.com/1094656/,863人,2人,¥16000,圆满完成,雇佣,k6371****8,,2024.03.03,2024.03.23,任务编号：1094656,"￥16000,￥16000","7天,7天","河北-石家庄市-市辖区,福建-泉州市-市辖区",无敌帅锅,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【AIGC技术】内容生成模型开发,https://task.epwk.com/1094658/,1165人,1人,1万-2万元,圆满完成,招标,k9363****2,,2024.02.26,2024.03.19,任务编号：1094658,￥20000,7天,宁夏-银川市-市辖区,望川秋水,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【语音识别】实时字幕生成工具,https://task.epwk.com/1094655/,686人,2人,¥12000,圆满完成,雇佣,k7431****1,,2024.02.22,2024.03.18,任务编号：1094655,"￥12000,￥12000","5天,5天","云南-昆明市-市辖区,湖南-岳阳市-市辖区",十分逆天,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据分析】分析趋势强弱指数,https://task.epwk.com/1071365/,359人,1人,1000-3000元,圆满完成,招标,kimmy_1,斜率和趋势、及其趋势的强弱指数计算，需求和数据在附件中,2024.02.06,2024.02.17,任务编号：1071365,￥2000,14天,浙江省-杭州市-余杭区,工作室｜天航软件开发,https://shop.epwk.com/78n96rvj8nkv/,工作室｜天航软件开发,出售服务,https://shop.epwk.com/78n96rvj8nkv/chushou/,个人,四品,39分,,,工作室｜天航软件开发,,,,,,,,,,,,,,,,,,,
【AIGC技术】教育内容生成平台,https://task.epwk.com/1094659/,1506人,1人,1万-2万元,圆满完成,招标,k9779****1,,2024.02.06,2024.02.28,任务编号：1094659,￥18000,5天,广东-广州市-市辖区,霸气横秋,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】采集动态网站的数据保存到本地，并上传到小程序,https://task.epwk.com/1071260/,203人,1人,¥5000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【语音识别】语音指令识别接口,https://task.epwk.com/1094654/,160人,2人,1万-2万元,圆满完成,招标,k2797****1,,2024.01.18,2024.02.18,任务编号：1094654,"￥16000,￥18000","5天,5天","吉林-长春市-市辖区,山西-太原市-市辖区",凉辰梦瑾,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【语音识别】多语言语音识别系统开发,https://task.epwk.com/1094653/,68人,2人,1万-2万元,圆满完成,招标,k1837****3,,2024.01.12,2024.02.10,任务编号：1094653,"￥20000,￥15000","7天,7天","广东-深圳市-市辖区,浙江-杭州市-市辖区",浅末工作室,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【图像识别】图像识别软件开发二期,https://task.epwk.com/1066347/,273人,1人,¥25000,圆满完成,雇佣,水上景色,图像识别软件开发二期，已和威客谈好合作。,2023.12.08,2023.12.08,任务编号：1066347,￥25000,1天,江苏省-南京市,唐图网络科技有限公司,https://shop.epwk.com/zqdpll0z9n1v/,唐图网络科技有限公司,出售服务,https://shop.epwk.com/zqdpll0z9n1v/chushou/,企业,一品,55分,,,唐图网络科技有限公司,,智能家居类APP定制开发,"￥158000
            /次",WIFI类APP定制开发/APP开发定制,价格面议,检测工具类APP定制开发,价格面议,通讯信息类APP定制开发,"￥18000
            /次",蓝牙控制类APP定制开发,价格面议,出行类APP定制开发,"￥68000
            /次",WIFI类APP定制开发,价格面议,体育运动类APP定制开发/APP定制,价格面议,,
【图像识别】图像识别软件开发一期,https://task.epwk.com/1066346/,136人,1人,¥15000,圆满完成,雇佣,水上景色,图像识别软件开发一期，已和威客谈好合作。,2023.12.08,2023.12.08,任务编号：1066346,￥15000,1天,江苏省-南京市,唐图网络科技有限公司,https://shop.epwk.com/zqdpll0z9n1v/,唐图网络科技有限公司,出售服务,https://shop.epwk.com/zqdpll0z9n1v/chushou/,企业,一品,55分,,,唐图网络科技有限公司,,智能家居类APP定制开发,"￥158000
            /次",WIFI类APP定制开发/APP开发定制,价格面议,检测工具类APP定制开发,价格面议,通讯信息类APP定制开发,"￥18000
            /次",蓝牙控制类APP定制开发,价格面议,出行类APP定制开发,"￥68000
            /次",WIFI类APP定制开发,价格面议,体育运动类APP定制开发/APP定制,价格面议,,
【图像识别】使用华为Atlas边缘计算平台首付款,https://task.epwk.com/1066288/,98人,1人,¥15000,圆满完成,雇佣,vitorru,称呼:杨先生地区:广东深圳需求:项目拟采用华为Atlas DK200系列进行人体行为的识别，具体包括抽烟、打电话、打架、跌倒等。主要采用的是骨骼提取后使用人体骨架进行分类识别，计算需求一路视频即可，项目提供硬件。,2023.12.07,2023.12.07,任务编号：1066288,￥15000,30天,北京市-北京市,灵耘AI,https://shop.epwk.com/zqdpl2kxpn1v/,灵耘AI,出售服务,https://shop.epwk.com/zqdpl2kxpn1v/chushou/,企业,五品,64分,总 1 次中标，交易总金额,￥1.43万,灵耘AI,,业务系统开发,"￥10000
            /套",算法应用开发,"￥10000
            /套",,,,,,,,,,,,,,
【数据存储】对长截图的图片进行切片分类存储,https://task.epwk.com/1061773/,274人,1人,¥12000,圆满完成,雇佣,丞相xseQp,我们对多多买菜上面的产品进行长截图，然后把图片进行切片处理，然后存储做出数据库，方便查询,2023.10.26,2023.11.10,任务编号：1061773,￥12000,10天,广东省-广州市,广州召隆信息技术有限公司,https://shop.epwk.com/p05qjwogydev/,广州召隆信息技术有限公司,出售服务,https://shop.epwk.com/p05qjwogydev/chushou/,企业,一品,60分,总 13 次中标，交易总金额,￥17.14万,广州召隆信息技术有限公司,,可视化移动端模板,"￥30000
            /套",自动化表单系统,"￥30000
            /起",人力派遣管理系统,"￥30000
            /起",线上商城系统,"￥30000
            /套",年度KPI考核，党建双评签字系统,￥6666,OA管理系统,"￥6666
            /套",EDA视频学习平台,"￥6800
            /起",全自动洗车系统,"￥9800
            /套",城管查违控违管理平台,"￥10000
            /起"
【数据采集】定制淘宝下单软件,https://task.epwk.com/1055497/,104人,1人,¥800,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】美团商家信息号码爬取,https://task.epwk.com/1055465/,120人,1人,¥800,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】数据采集,https://task.epwk.com/1052803/,501人,3人,1000元以内,圆满完成,招标,lv2271,主要采集影片电影、电视剧的海报、剧照等图片。,2023.08.07,2023.08.30,任务编号：1052803,"￥600,￥1000,￥2000","7天,7天,10天","福建省-厦门市,江西省-赣州市-章贡区,湖北省-武汉市-武昌区",厦门成沃软件,https://shop.epwk.com/v0n1x6zv457y/,厦门成沃软件,出售服务,https://shop.epwk.com/v0n1x6zv457y/chushou/,工作室,四品,40分,,,厦门成沃软件,,"网站开发,网站建设,网站系统建设","￥5000
            /件","微商城,微信公众号,微信开发,微信定制开发","￥5000
            /件",微信三级分销系统开发,"￥8000
            /件","企业网站制作,网站开发,企业建站,公司建站,网站建设","￥5000
            /件","IOS/Adrorid移动应用软件开发,APP开发,软件开发,系统开发","￥10000
            /件",源生app开发综合商城app生鲜配送app移动应用开发android应用开发,"￥50000
            /起",自媒体运营，百度推广竞价，百度百科、地图、知道、网站关键字优化、企业负面删除,"￥3000
            /月",微信微博代运营，微信公众号运营，新媒体运营，微信微博代理运营,"￥5000
            /月",logo设计，卡通形象设计，名片设计，网页设计,"￥3000
            /款"
【多媒体AI】AI智能纠错,https://task.epwk.com/1050131/,320人,1人,¥27200,圆满完成,雇佣,k9388****15,"项目:AI智能纠错称呼:王女士地区:苏州市,苏州市需求:https://haokan.baidu.com/v?pd=wisenatural&vid=6920231395468669160  根据这个链接来做功能需求，需要做过前端 OCR+RPA +AI智能纠错的服务商联系，需要有源码完成时间:越快越好预算:具体详聊备注：微信手机同号",2023.07.19,2023.07.20,任务编号：1050131,￥27200,62天,湖南省-湘潭市,湖南众智互联,https://shop.epwk.com/81n41g8mynp6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【图像识别】部分功能二开,https://task.epwk.com/1047159/,105人,1人,¥1500,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【图像识别】安卓平台下的图型识别,https://task.epwk.com/1045791/,827人,1人,5000-10000元,圆满完成,招标,lxg1658,平台：安卓11CPU RK3566要求：将高拍仪产生的图片矫正角度。识别出手工画框的部分，将画框部分扣图出来重新排列后打印。附件内有详细流程图,2023.06.17,2024.08.23,任务编号：1045791,￥5000,30天,广东省-广州市-海珠区,森威s.well,https://shop.epwk.com/81n41g8gonp6/,森威s.well,出售服务,https://shop.epwk.com/81n41g8gonp6/chushou/,工作室,六品,65分,总 2 次中标，交易总金额,￥5600.00,森威s.well,,数字孪生系统,价格面议,系统定制开发,价格面议,充换电服务治理,价格面议,,,,,,,,,,,,
【数据采集】美团外卖采集,https://task.epwk.com/1044906/,153人,1人,¥800,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【多媒体AI】音乐网站开发,https://task.epwk.com/1040665/,91人,1人,¥7800,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【人脸识别】百度人脸识别SDK识别程序,https://task.epwk.com/1038608/,537人,1人,¥800,圆满完成,雇佣,lxg1658,利用百度人脸识别SDK(或其他SDK)开发人脸识别程序，只在后台运行可以不用界面。我提供数据库。后附流程图,2023.04.27,2023.05.15,任务编号：1038608,￥800,1天,北京市-北京市-昌平区,和若科技,https://shop.epwk.com/0jnekv2lynv3/,和若科技,出售服务,https://shop.epwk.com/0jnekv2lynv3/chushou/,企业,三品,42分,,,和若科技,,手机/PC等多端APP软件开发,"￥2000
            /日",后台服务开发,"￥2000
            /日",小程序开发服务,"￥1500
            /日",VR游戏，课件等开发,"￥2000
            /日",,,,,,,,,,
【其他人工智能】App脚本自动化,https://task.epwk.com/1037042/,337人,1人,¥1300,圆满完成,雇佣,威赞1IE8P,详情加微信联系。,2023.04.15,2023.05.15,任务编号：1037042,￥1000,5天,福建省-泉州市,小小菜网络,https://shop.epwk.com/9w56e1l96dv1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】批量采集百度文库里的文档,https://task.epwk.com/1029121/,887人,1人,1000元以内,圆满完成,招标,o6173****0b6d8,不用下载百度文库文档的源文件，只需批量下载pdf格式的文件即可（百度文库预览文件时好像会生成pdf文件）。,2023.02.12,2023.02.16,任务编号：1029121,￥900,7天,广东省-江门市-蓬江区,创梦科技工作室,https://shop.epwk.com/j7n38qowo5e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】知识产权相关新闻网站采集,https://task.epwk.com/1025301/,612人,1人,¥2500,圆满完成,雇佣,o592ba50e8a87a,知识产权相关公开新闻网站三个模块的采集按照要求解析入库,2022.12.18,2023.02.12,任务编号：1025301,￥2500,7天,江苏省-无锡市-惠山区,空然工作室,https://shop.epwk.com/p05qj84qrdev/,空然工作室,出售服务,https://shop.epwk.com/p05qj84qrdev/chushou/,工作室,四品,57分,,,空然工作室,,,,,,,,,,,,,,,,,,,
【图像识别】买代码：连接海康摄像头，跌倒检测程序（java）,https://task.epwk.com/1022903/,1888人,1人,1000-3000元,圆满完成,招标,o5d2c3868e8db9,请做过海康摄像头跌倒检测或者类似功能的人联系我，要求有可用的代码。功能要求：连接海康摄像头，如果出现有人跌倒，可以报警到另外一个服务器（提供http接口）。,2022.11.24,2025.04.23,任务编号：1022903,￥2500,3天,海南省-三亚市-市辖区,见日智能科技,https://shop.epwk.com/81n41qvzonp6/,见日智能科技,出售服务,https://shop.epwk.com/81n41qvzonp6/chushou/,企业,六品,51分,,,见日智能科技,,,,,,,,,,,,,,,,,,,
【数据处理】数据爬虫,https://task.epwk.com/1022362/,1400人,1人,¥300,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】爬取上市公司年报,https://task.epwk.com/1022320/,1650人,1人,¥200,圆满完成,雇佣,铸威AfdHR,需要跟另一人合作完成。完成之后需要接受30分钟左右的访谈,2022.11.19,2022.11.26,任务编号：1022320,￥200,1天,浙江省-杭州市,o63025e334f946,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】手动收集医院网址,https://task.epwk.com/1021210/,686人,2人,¥200,圆满完成,雇佣,威友GFBSd,给定医院名称，到春雨医生网站找到对应医院网址即可，0.3元/条,2022.11.09,2022.11.11,任务编号：1021210,"￥200,￥200","7天,1天","广东省-江门市-蓬江区,山西省-太原市-晋源区",创梦科技工作室,https://shop.epwk.com/j7n38qowo5e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】爬取微博信息,https://task.epwk.com/1020642/,1688人,1人,¥300,圆满完成,雇佣,铸威AfdHR,爬取上市公司高管的个人微博信息，关注列表，发布的内容和评论等等,2022.11.04,2022.11.11,任务编号：1020642,￥300,1天,湖北省-武汉市,武汉动阅科技有限公司,https://shop.epwk.com/7lngqgkq3dmr/,武汉动阅科技有限公司,出售服务,https://shop.epwk.com/7lngqgkq3dmr/chushou/,企业,六品,44分,,,武汉动阅科技有限公司,,服务 - 网站建设,价格面议,服务 - 系统开发,价格面议,服务 - 小程序开发,价格面议,服务 - APP开发,价格面议,服务 - 定制开发,价格面议,服务 - 逆向工程,价格面议,,,,,,
【图像识别】动态二维码改成静态,https://task.epwk.com/1020359/,911人,2人,5000-10000元,圆满完成,招标,o6361d5a96b4a4,机器上的动态二维码15秒更新，需求：在手机上能同时显示动态二维码或把动态破解成静态，随时随地可以扫码识别,2022.11.02,2022.11.13,任务编号：1020359,"￥6500,￥4500","28天,5天","湖南省-长沙市-雨花区,江苏省-苏州市",长沙市白熊科技有限公司,https://shop.epwk.com/4rn8q7p7wngm/,长沙市白熊科技有限公司,出售服务,https://shop.epwk.com/4rn8q7p7wngm/chushou/,企业,四品,41分,,,长沙市白熊科技有限公司,,电商网站定制开发,"￥2000
            /起",响应式网站定制开发,"￥2000
            /起",H5定制开发,"￥2000
            /起",APP定制软件开发,"￥2000
            /起",企业官网定制开发,"￥2000
            /起",小程序类开发,"￥2000
            /起",,,,,,
【数据采集】生鲜电商平台数据采集,https://task.epwk.com/1019903/,1545人,1人,¥300,圆满完成,雇佣,E企航7MWPr,想找一个熟悉数据采集的朋友，能够帮忙采集生鲜电商平台的网页数据。这是一个比较简单的数据采集任务。希望高手帮忙。提交物：1. 采集的数据：主要根据我们所给出的需求给出所采集的具体excle或者csv数据格式的文件。特别注意:a.数据采集可采用python或者java或者第三方采集工具，以上方法均可。b.具体的采集需求需要进一步沟通。c.采集任务比较简单。如果有不清楚的地方，随时联系。谢谢。,2022.10.30,2022.11.07,任务编号：1019903,￥300,7天,广东省-江门市-蓬江区,创梦科技工作室,https://shop.epwk.com/j7n38qowo5e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据处理】人像,https://task.epwk.com/1018921/,1431人,1人,¥100,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据处理】数据处理完善,https://task.epwk.com/1016569/,618人,1人,¥600,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据处理】区际、省际贸易流量和贸易成本数据计算,https://task.epwk.com/1014097/,363人,1人,¥2000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【图像识别】开发视频录制软件,https://task.epwk.com/1008861/,174人,1人,¥3000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【图像识别】图片识别软件开发,https://task.epwk.com/1005092/,859人,1人,3000-5000元,圆满完成,招标,鲸创客0xam5,识别图像上特定区域数字，并生成CSV或者EXCEL文件,2022.07.12,2022.07.15,任务编号：1005092,￥4000,2天,广东省-广州市,广州召隆信息技术有限公司,https://shop.epwk.com/p05qjwogydev/,广州召隆信息技术有限公司,出售服务,https://shop.epwk.com/p05qjwogydev/chushou/,企业,一品,60分,总 13 次中标，交易总金额,￥17.14万,广州召隆信息技术有限公司,,可视化移动端模板,"￥30000
            /套",自动化表单系统,"￥30000
            /起",人力派遣管理系统,"￥30000
            /起",线上商城系统,"￥30000
            /套",年度KPI考核，党建双评签字系统,￥6666,OA管理系统,"￥6666
            /套",EDA视频学习平台,"￥6800
            /起",全自动洗车系统,"￥9800
            /套",城管查违控违管理平台,"￥10000
            /起"
【图像识别】软件开发，ocr识别匹配上传,https://task.epwk.com/1004422/,257人,1人,¥2500,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】信息采集比对和导出,https://task.epwk.com/994636/,834人,1人,¥800,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
